Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
grange jaguar swindon,4,4,210,16,0.96,https://www.grange.co.uk/,2,0.01,1.00,0.17,80,"[66,66,43,66,54,29,35,35,35,29,22,8]",2025-08-20,"Knowledge panel, Image pack, Sitelinks, Related searches",navigational,Organic
grange jaguar swindon,2,2,210,16,0.96,https://www.grange.co.uk/jaguar/used-cars?branch=jaguar-swindon%3F&perpage=,5,0.02,4.00,0.17,80,"[66,66,43,66,54,29,35,35,35,29,22,8]",2025-08-20,"Knowledge panel, Image pack, Sitelinks, Related searches",navigational,Organic
grange jaguar swindon,1,1,210,16,0.96,https://www.grange.co.uk/jaguar/used-cars?branch=jaguar-swindon,168,0.85,161.00,0.17,80,"[66,66,43,66,54,29,35,35,35,29,22,8]",2025-08-20,"Knowledge panel, Image pack, Sitelinks, Related searches",navigational,Organic
range rover evoque dynamic,23,23,210,13,1.57,https://www.grange.co.uk/land-rover/new-cars/range-rover-evoque/dynamic-hse,0,0,0.00,1,6090000,"[35,28,35,35,28,28,44,35,35,28,23,28]",2025-08-21,"Image pack, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
approved used bentley,23,23,210,32,0.82,https://www.grange.co.uk/bentley/certified-by-bentley,0,0,0.00,0.84,15700000,"[23,23,23,100,35,28,35,35,44,35,35,35]",2025-08-16,"Image pack, Video, Image, People also ask, Related searches",commercial,Organic
approved used bentley,16,16,210,32,0.82,https://www.grange.co.uk/bentley,0,0,0.00,0.84,15700000,"[23,23,23,100,35,28,35,35,44,35,35,35]",2025-08-16,"Image pack, Video, Image, People also ask, Related searches",commercial,Organic
rolls royce rafe,41,41,210,30,1.08,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/wraith,0,0,0.00,0.83,22300,"[44,28,35,28,35,35,44,35,35,28,44,35]",2025-08-31,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
rolls royce rafe,37,37,210,30,1.08,https://www.grange.co.uk/rolls-royce/new-cars/wraith,0,0,0.00,0.83,22300,"[44,28,35,28,35,35,44,35,35,28,44,35]",2025-08-31,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
range rover evouke,35,35,210,24,1.62,https://www.grange.co.uk/land-rover/new-cars/range-rover-evoque,0,0,0.00,1,33600000,"[0,0,0,100,0,0,0,0,0,0,0,0]",2025-08-16,"Top stories, Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
ford woodford,8,8,210,13,1.05,https://www.grange.co.uk/land-rover/used-cars/ford?branch=land-rover-woodford,5,0.02,5.00,0.49,3200000,"[65,81,81,81,65,65,65,81,81,81,65,65]",2025-09-08,"Knowledge panel, Image pack, Video, Related searches",informational,Organic
black badge cullinan,7,7,210,16,0.00,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan-black-badge,5,0.02,0.00,0.74,2890000,"[100,6,8,10,8,8,8,6,6,6,6,5]",2025-08-26,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
black badge cullinan,4,4,210,16,0.00,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan-black-badge,1,0,0.00,0.74,2890000,"[100,6,8,10,8,8,8,6,6,6,6,5]",2025-08-26,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Image pack
aston martin used cars,31,31,210,27,0.22,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,0,0,0.00,0.78,44100000,"[35,43,53,43,53,53,53,28,53,53,66,53]",2025-09-10,"Local pack, Image pack, Image, People also ask, Related searches",commercial,Image pack
aston martin used cars,15,15,210,27,0.22,https://www.grange.co.uk/aston-martin/used-cars?branch=aston-martin-birmingham,0,0,0.00,0.78,44100000,"[35,43,53,43,53,53,53,28,53,53,66,53]",2025-09-10,"Local pack, Image pack, Image, People also ask, Related searches",commercial,Organic
aston martin used cars,4,4,210,27,0.22,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,2,0.01,0.00,0.78,44100000,"[35,43,53,43,53,53,53,28,53,53,66,53]",2025-09-10,"Local pack, Image pack, Image, People also ask, Related searches",commercial,Organic
how much are bentley cars,7,7,210,26,1.08,https://www.grange.co.uk/bentley/used-cars/bentley,5,0.02,5.00,0.54,44600000,"[44,44,44,54,81,100,3,3,3,3,3,3]",2025-08-29,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
landrover evoke,63,63,210,28,1.70,https://www.grange.co.uk/land-rover/new-car-stock/range-rover-evoque,0,0,0.00,1,26500000,"[3,3,2,5,2,3,3,2,2,8,8,8]",2025-08-21,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
automatic sport,52,52,210,18,0.00,https://www.grange.co.uk/land-rover/business-stock/details/land-rover/discovery-sport/2.0-d200-s-%5B5-seat%5D-5dr-auto-saving-4000-gbp-when-funded-with-jlr-fs?regno=H364556,0,0,0.00,0.24,1890000000,"[53,28,43,66,66,66,100,53,35,35,23,66]",2025-08-31,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
grange motors brentwood,95,95,210,17,1.24,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Image pack
grange motors brentwood,95,95,210,17,1.24,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Image pack
grange motors brentwood,95,95,210,17,1.24,https://careers.grange.co.uk/about-us,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Image pack
grange motors brentwood,95,95,210,17,1.24,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vantage?branch=aston-martin-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,94,94,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/xe,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,93,93,210,17,1.24,https://www.grange.co.uk/land-rover,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,92,92,210,17,1.24,https://www.grange.co.uk/land-rover/find-a-dealer,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,91,91,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/xf,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,90,90,210,17,1.24,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-woodford,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,89,89,210,17,1.24,https://www.grange.co.uk/aston-martin/used-cars/aston-martin?branch=aston-martin-brentwood%3Fpage%3D3,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,88,88,210,17,1.24,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/aston-martin-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,87,87,210,17,1.24,https://careers.grange.co.uk/,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,86,86,210,17,1.24,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-hatfield,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,85,85,210,17,1.24,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-barnet?fromwoodford=true,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,84,84,210,17,1.24,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-hatfield,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,83,83,210,17,1.24,https://www.grange.co.uk/new-cars,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,82,82,210,17,1.24,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-barnet,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,81,81,210,17,1.24,https://www.grange.co.uk/land-rover/used-cars?branch=land-rover-hatfield,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,80,80,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/land-rover?branch=jaguar-woodford,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,79,79,210,17,1.24,https://www.grange.co.uk/find-a-dealer,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,78,78,210,17,1.24,https://www.grange.co.uk/aston-martin/servicing,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,77,77,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/xe?branch=jaguar-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,76,76,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/xe?branch=jaguar-brentwood%3Futm%3Dgt&perpage=,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,75,75,210,17,1.24,https://www.grange.co.uk/servicing,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,74,74,210,17,1.24,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,73,73,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/e-pace?branch=jaguar-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,72,72,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/xf?branch=jaguar-brentwood%3Fpage%3D2,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,71,71,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/xe?branch=jaguar-brentwood%3Futm_source%3Dmotors&utm_medium=datafeed&utm_campaign=motors&perpage=0&orderby=7,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,70,70,210,17,1.24,https://careers.grange.co.uk/about-us,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,69,69,210,17,1.24,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-edinburgh,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,68,68,210,17,1.24,https://www.grange.co.uk/jaguar/reviews,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,67,67,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars?branch=jaguar-woodford,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,66,66,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar-xj?branch=jaguar-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,65,65,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/f-pace,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,64,64,210,17,1.24,https://www.grange.co.uk/jaguar/find-a-dealer,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,63,63,210,17,1.24,https://www.grange.co.uk/about-us,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,62,62,210,17,1.24,https://www.grange.co.uk/land-rover/used-cars/land-rover,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,61,61,210,17,1.24,https://www.grange.co.uk/finance,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,60,60,210,17,1.24,https://www.grange.co.uk/aston-martin,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,59,59,210,17,1.24,https://www.grange.co.uk/jaguar/find-a-dealer/jaguar-hatfield,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,58,58,210,17,1.24,https://www.grange.co.uk/jaguar/servicing,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,57,57,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars?branch=jaguar-brentwood%3Fpage%3D3,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,55,55,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/i-pace?branch=jaguar-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,52,52,210,17,1.24,https://www.grange.co.uk/book-a-service,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,49,49,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/f-pace?branch=jaguar-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,45,45,210,17,1.24,https://www.grange.co.uk/jaguar/find-a-dealer/jaguar-barnet,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,43,43,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar/jaguar-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,36,36,210,17,1.24,https://www.grange.co.uk/jaguar/reviews/jaguar-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,35,35,210,17,1.24,https://www.grange.co.uk/aston-martin/used-cars?branch=aston-martin-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,28,28,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/jaguar,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,24,24,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars/land-rover?branch=jaguar-brentwood,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,16,16,210,17,1.24,https://www.grange.co.uk/jaguar,0,0,0.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,8,8,210,17,1.24,https://www.grange.co.uk/,1,0,1.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,5,5,210,17,1.24,https://www.grange.co.uk/used-cars,2,0.01,2.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,3,3,210,17,1.24,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-brentwood,3,0.01,3.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,2,2,210,17,1.24,https://www.grange.co.uk/jaguar/used-cars?branch=jaguar-brentwood,5,0.02,6.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
grange motors brentwood,1,1,210,17,1.24,https://www.grange.co.uk/jaguar/find-a-dealer/jaguar-brentwood,168,0.85,208.00,0.71,96,"[66,53,53,43,53,43,66,43,53,53,53,66]",2025-09-08,"Knowledge panel, Image pack, Sitelinks, Related searches","informational, transactional",Organic
mercedes sl used cars,39,39,210,18,0.19,https://www.grange.co.uk/used-cars/mercedes-benz/sl,0,0,0.00,0.83,13600000,"[66,66,43,35,43,28,35,43,53,53,100,28]",2025-08-28,"Local pack, Image pack, Sitelinks, Image, Related searches",commercial,Organic
used approved land rover discovery,20,20,210,25,1.14,https://www.grange.co.uk/land-rover/used-cars/land-rover/discovery-sport,0,0,0.00,1,19100000,"[65,81,65,65,53,65,100,65,53,65,81,81]",2025-08-30,"Image pack, Video, Image, Ads bottom, Related searches, Ads middle",transactional,Organic
apprenticeships at land rover,36,36,210,11,0.23,https://careers.grange.co.uk/apprenticeships,0,0,0.00,0.14,81200,"[53,66,82,82,66,53,53,53,23,43,53,53]",2025-09-10,"Sitelinks, Video, People also ask, Related searches",informational,Organic
2nd hand range rover finance,92,92,210,22,1.97,https://www.grange.co.uk/land-rover,0,0,0.00,0.86,9050000,"[28,23,44,66,44,100,35,18,8,28,23,18]",2025-09-07,"Sitelinks, Image, Related searches",commercial,Organic
2nd hand range rover finance,33,33,210,22,1.97,https://www.grange.co.uk/land-rover/used-cars,0,0,0.00,0.86,9050000,"[28,23,44,66,44,100,35,18,8,28,23,18]",2025-09-07,"Sitelinks, Image, Related searches",commercial,Organic
azure convertible,67,67,210,24,0.43,https://www.grange.co.uk/used-cars/details/bentley?regno=V888HRH,0,0,0.00,0.71,2250000,"[13,13,20,16,30,0,0,13,76,0,0,0]",2025-08-20,"Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
mercedes hybrids,67,67,210,28,0.80,https://www.grange.co.uk/used-cars/mercedes-benz/hybrid,0,0,0.00,1,23000000,"[72,14,21,9,17,17,48,14,21,9,5,5]",2025-08-28,"Image pack, Video, Image, Ads bottom, Related searches, Ads middle",commercial,Organic
mclaren 650 for sale,47,47,210,14,0.10,https://www.grange.co.uk/mclaren/used-cars/mclaren/650s-spider,0,0,0.00,0.47,6520000,"[43,82,43,43,35,53,53,43,23,100,66,53]",2025-09-05,"Image pack, Video, Image, Related searches",transactional,Organic
jaguar car sales,40,40,210,26,0.67,https://www.grange.co.uk/jaguar,0,0,0.00,0.92,79000000,"[12,12,9,12,54,29,44,19,23,23,29,100]",2025-08-24,"Image pack, Sitelinks, Image, Related searches, AI overview","informational, transactional",Organic
evoque land rover,56,56,210,21,1.58,https://www.grange.co.uk/land-rover/new-car-stock/range-rover-evoque,0,0,0.00,1,27900000,"[43,35,35,66,35,35,54,54,43,43,29,35]",2025-09-05,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
subaru forester auto,85,85,210,27,0.36,https://www.grange.co.uk/used-cars/subaru/forester,0,0,0.00,0.86,42600000,"[13,13,13,13,13,13,16,13,100,0,2,0]",2025-09-01,"Knowledge panel, Sitelinks, Image, Video Carousel, Related searches, Discussions and forums",commercial,Organic
subaru forester auto,39,39,210,27,0.36,https://www.grange.co.uk/subaru/new-cars/forester,0,0,0.00,0.86,42600000,"[13,13,13,13,13,13,16,13,100,0,2,0]",2025-09-01,"Knowledge panel, Sitelinks, Image, Video Carousel, Related searches, Discussions and forums",commercial,Organic
jobs at lotus cars,77,77,210,23,0.00,https://careers.grange.co.uk/,0,0,0.00,0,0,"[0,0,66,53,100,82,66,82,66,53,17,66]",2025-11-09,"Sitelinks, Video, Jobs search, People also ask",commercial,Organic
used mercedes benz g wagon,26,26,210,23,0.22,https://www.grange.co.uk/used-cars/mercedes-benz/g-class,0,0,0.00,0.76,34800000,"[43,54,18,43,43,43,43,29,29,35,100,43]",2025-08-31,"Image pack, Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
chelmsford audi used cars,16,16,210,17,0.27,https://www.grange.co.uk/bentley/used-cars/audi?branch=bentley-chelmsford,0,0,0.00,0.9,99,"[35,53,43,53,66,53,66,66,66,35,43,35]",2025-08-30,"Knowledge panel, Image pack, Image, Related searches","informational, transactional",Organic
renault megane used cars,58,58,210,13,0.30,https://www.grange.co.uk/used-cars/renault-megane,0,0,0.00,0.86,6540000,"[43,35,35,35,12,12,53,82,82,43,100,53]",2025-09-01,"Image pack, Sitelinks, Image, Related searches",commercial,Organic
car dealers in birmingham,64,64,210,37,0.91,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-birmingham,0,0,0.00,0.87,11900000,"[5,10,100,5,5,10,5,3,8,10,8,30]",2025-09-06,"Local pack, Image pack, Sitelinks, Image, Find results on, Related searches",commercial,Organic
austin martin dbs,49,49,210,28,0.23,https://www.grange.co.uk/aston-martin/new-cars/dbs,0,0,0.00,0.65,6120000,"[53,35,28,53,35,28,28,82,100,53,53,35]",2025-08-31,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
aston martin sale uk,24,24,210,26,0.27,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,0,0,0.00,1,21600000,"[17,100,72,17,26,21,0,0,5,0,0,1]",2025-08-24,"Image pack, Sitelinks, Video, Image, Related searches",transactional,Organic
bentley news,33,33,210,41,1.12,https://www.grange.co.uk/bentley/news,0,0,0.00,0.08,161000000,"[43,28,43,66,66,35,53,43,82,53,43,53]",2025-09-07,"Top stories, Sitelinks, Video, People also ask, Related searches, See results about",navigational,Organic
2nd hand rolls royce,13,13,210,17,0.15,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,1,0,0.00,0.84,9060000,"[17,43,28,66,35,82,66,82,66,100,43,10]",2025-08-27,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
range rover velar used cars,16,16,210,14,0.56,https://www.grange.co.uk/land-rover/used-cars/land-rover/range-rover-velar,1,0,0.00,1,5740000,"[7,23,19,12,19,36,29,36,36,23,7,4]",2025-08-30,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
db 11,37,37,210,35,0.17,https://www.grange.co.uk/aston-martin/new-cars/db11,0,0,0.00,0.67,1170000000,"[28,23,28,35,28,44,44,35,54,44,35,44]",2025-08-19,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
db 11,7,7,210,35,0.17,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,3,0.01,0.00,0.67,1170000000,"[28,23,28,35,28,44,44,35,54,44,35,44]",2025-08-19,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
range rover swindon,74,74,210,21,1.41,https://www.grange.co.uk/land-rover/reviews/land-rover-swindon,0,0,0.00,0.99,737000,"[80,80,65,65,80,65,80,65,80,80,80,100]",2025-11-12,"Knowledge panel, Sitelinks, Image, People also ask, Related searches",informational,Organic
