Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,grange.co.uk,hrowen.co.uk,grange.co.uk (pages),hrowen.co.uk (pages),Results
rolls royce dawn for sale uk,Transactional,110,16,0.11,0.97,17,14,https://www.grange.co.uk/rolls-royce/new-cars/dawn,https://www.hrowen.co.uk/rolls-royce/used-cars/,10
rolls royce flying spur,Commercial,110,15,2.14,0.68,88,49,https://www.grange.co.uk/bentley/new-cars/flying-spur,https://www.hrowen.co.uk/bentley/flying-spur-range/,3300000
rolls royce ghost by mansory,Informational,110,17,1.35,0.19,70,42,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/,694000
rolls royce ghost car price,Navigational,110,19,1.34,0.69,8,4,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/,5870000
rolls royce ghost for sale uk,Transactional,110,12,0.29,0.93,36,3,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/ghost-series-ii,https://www.hrowen.co.uk/rolls-royce/ghost-range/,97
rolls royce ghost rear view,Informational,110,28,0.00,0.00,11,38,https://www.grange.co.uk/rolls-royce/news/news-ghost-ii,https://www.hrowen.co.uk/rolls-royce/ghost-range/ghost-extended-wheelbase/,2690000
rolls royce ghost v12 price,Transactional,110,10,1.34,0.69,8,16,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/ghost-series-ii,https://www.hrowen.co.uk/rolls-royce/ghost-range/,1210000
rolls royce goodwood careers,Commercial,110,28,0.00,0.01,83,51,https://careers.grange.co.uk/vacancies,https://www.hrowen.co.uk/careers/,26300
rolls royce phantom extended,Navigational,110,22,0.00,0.53,14,5,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/phantom-extended-wheelbase,https://www.hrowen.co.uk/rolls-royce/phantom-range/phantom-ewb/,10
rolls royce phantom for sale uk,Transactional,110,13,0.09,0.84,14,4,https://www.grange.co.uk/rolls-royce/new-cars/phantom/phantom-ewb,https://www.hrowen.co.uk/rolls-royce/phantom-range/,99
rolls royce series 2 ghost,"Informational, Transactional",110,32,1.35,0.71,3,6,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/ghost-series-ii/,15900000
rolls royce.,Navigational,110,76,0.90,0.25,26,9,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,158000000
rolls-royce for sale,Transactional,110,22,0.22,1.00,35,2,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,87600000
rolls-royce rolls royce ghost,Informational,110,47,0.00,0.00,11,8,https://www.grange.co.uk/rolls-royce/new-cars/ghost-series-ii/ghost,https://www.hrowen.co.uk/rolls-royce/ghost-range/,14900000
rolly royce,Navigational,110,81,0.90,0.25,14,7,https://www.grange.co.uk/rolls-royce/new-cars,https://www.hrowen.co.uk/rolls-royce/model-range/,162000000
royce rolls ghost 2024,Informational,110,22,0.00,0.82,41,24,https://www.grange.co.uk/rolls-royce/news/news-ghost-ii,https://www.hrowen.co.uk/rolls-royce/ghost-range/,6090000
rr cullinan price,"Commercial, Navigational",110,39,0.61,0.65,40,26,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan-black-badge,https://www.hrowen.co.uk/rolls-royce/cullinan-range/cullinan/,854000
rr wraith black,Informational,110,12,0.00,0.51,44,98,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/wraith,https://www.hrowen.co.uk/news/the-rolls-royce-wraith-landspeed-collection/,4470000
say lamborghini,Informational,110,26,0.00,0.00,32,54,https://www.grange.co.uk/lamborghini/reviews/lamborghini-chelmsford,https://www.hrowen.co.uk/news/control-your-lamborghini-with-your-voice/,25600000
second hand aston martins,Commercial,110,27,0.14,0.99,7,10,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,21800000
second hand bentley for sale,Transactional,110,21,0.27,1.00,34,4,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,23500000
second hand lambo,Commercial,110,24,0.05,0.89,8,4,https://www.grange.co.uk/lamborghini/used-cars/lamborghini,https://www.hrowen.co.uk/lamborghini/used-cars/,37400000
showroom land rover,Navigational,110,42,1.39,0.90,33,84,https://www.grange.co.uk/land-rover/find-a-dealer/land-rover-barnet,https://www.hrowen.co.uk/,41200000
sports cars lambo,Informational,110,59,0.00,0.65,17,6,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/,8830000
statue on rolls royce,Informational,110,21,0.00,0.61,55,37,https://www.grange.co.uk/rolls-royce/news/news-scintilla,https://www.hrowen.co.uk/news/spirit-of-ecstasy-redesigned-for/,1740000
stratstone aston martin mayfair london,"Informational, Transactional",110,20,2.50,0.26,82,79,https://www.grange.co.uk/aston-martin/find-a-dealer,https://www.hrowen.co.uk/aston-martin/,8000
suv bentley,"Informational, Transactional",110,40,1.10,0.91,42,15,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,79400000
urus for sale uk,Transactional,110,16,0.06,1.00,18,3,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,92
urus performante price,"Commercial, Navigational",110,28,1.99,0.68,19,5,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/urus-performante/,1340000
urus price uk,"Commercial, Navigational",110,23,0.51,0.86,4,5,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/urus-range/,3570000
urus se price,Commercial,110,40,0.76,0.68,21,5,https://www.grange.co.uk/lamborghini/new-cars/urus/se,https://www.hrowen.co.uk/lamborghini/urus-range/urus-se/,19700000
used aston martin db11 for sale,Transactional,110,10,0.08,0.23,7,3,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,94
used aston martin db4,"Commercial, Informational",110,11,0.00,0.00,44,30,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,212000
used aston martin db5 for sale,Transactional,110,15,0.00,0.01,72,42,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,424000
used bently,Commercial,110,25,0.45,1.00,6,3,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/used-cars/,168000000
used luxury cars for sale uk,Transactional,110,34,0.40,0.79,49,3,https://www.grange.co.uk/,https://www.hrowen.co.uk/approved-used/,63100000
used rolls royce cullinan for sale,Transactional,110,13,0.00,0.16,48,2,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/cullinan,https://www.hrowen.co.uk/rolls-royce/cullinan-range/,2260000
used rolls royce for sale uk,Transactional,110,9,0.13,0.99,26,2,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce,https://www.hrowen.co.uk/rolls-royce/used-cars/,100
used rolls royce wraith for sale,Transactional,110,13,0.00,0.14,39,12,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/wraith,https://www.hrowen.co.uk/rolls-royce/used-cars/,85
used rr ghost,Commercial,110,14,0.37,0.37,12,2,https://www.grange.co.uk/rolls-royce/used-cars/rolls-royce/ghost-series-ii,https://www.hrowen.co.uk/rolls-royce/ghost-range/,19000000
vanquish for sale,Transactional,110,11,0.31,0.99,35,3,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vanquish,https://www.hrowen.co.uk/aston-martin/vanquish-range/,7140000
vantage f1 edition,Commercial,110,17,0.00,0.53,23,36,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vantage-f1-edition,https://www.hrowen.co.uk/aston-martin/vantage-range/,50400000
vintage lambo,"Commercial, Informational",110,24,0.00,0.12,7,44,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/news/1963-2023-60-years-of-colours-from-lamborghini/,4250000
volante vanquish,Informational,110,23,0.00,0.42,44,11,https://www.grange.co.uk/aston-martin/new-cars/vanquish/volante,https://www.hrowen.co.uk/aston-martin/vanquish-range/vanquish-volante/,1010000
what is a rolls royce car,Informational,110,57,0.00,0.07,28,12,https://www.grange.co.uk/rolls-royce/heritage,https://www.hrowen.co.uk/rolls-royce/model-range/,114000000
where are lamborghinis from,Informational,110,38,0.00,0.06,5,42,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/lamborghini/used-cars/,1500000
where are rolls royce made,Informational,110,37,0.00,0.07,15,10,https://www.grange.co.uk/rolls-royce/heritage,https://www.hrowen.co.uk/rolls-royce/news/20-years-at-goodwood-the-home-of-rolls-royce-2003-2023/,62600000
where lamborghini is made,Informational,110,31,0.00,0.07,15,93,https://www.grange.co.uk/lamborghini/heritage,https://www.hrowen.co.uk/news/lamborghini-60th-anniversary-tour/,72700000
who makes bentley cars,Informational,110,28,1.07,0.36,11,65,https://www.grange.co.uk/bentley/heritage,https://www.hrowen.co.uk/bentley/model-range/,29300000
who makes bentley motor cars,Informational,110,22,1.07,0.16,6,12,https://www.grange.co.uk/bentley/heritage,https://www.hrowen.co.uk/bentley/news/bentley-motors-named-britains-most-admired-automotive-manufacturer-for-second-consecutive-year/,62900000
who own aston martin,Informational,110,28,0.00,0.00,15,61,https://www.grange.co.uk/aston-martin/heritage,https://www.hrowen.co.uk/,55000000
2020 rolls royce cullinan black badge,Informational,90,22,0.00,0.60,54,48,https://www.grange.co.uk/rolls-royce/new-cars/cullinan/cullinan-black-badge,https://www.hrowen.co.uk/rolls-royce/cullinan-range/black-badge-cullinan/,1450000
2022 aston martin db11 for sale,Transactional,90,18,0.00,1.00,44,40,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,10
am vanquish for sale,Transactional,90,12,0.34,0.97,44,3,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vanquish,https://www.hrowen.co.uk/aston-martin/vanquish-range/,10
am vantage v12,Commercial,90,32,0.00,0.61,35,32,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/v12-vantage,https://www.hrowen.co.uk/aston-martin/vantage-range/,4540000
amr aston martin vantage,"Informational, Transactional",90,13,0.00,0.17,41,30,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vantage-amr,https://www.hrowen.co.uk/aston-martin/vantage-range/,802000
approved aston martin,Navigational,90,29,0.63,0.55,8,3,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,77
aston amrtin db11,"Informational, Transactional",90,26,0.24,0.63,8,17,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,4050000
aston ma,Navigational,90,43,0.00,0.53,7,38,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/,230000000
aston martin buy,Transactional,90,30,0.36,1.00,27,5,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,56400000
aston martin cheap,Commercial,90,27,0.30,0.90,24,16,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/used-cars/,168000000
aston martin cheapest car,Commercial,90,24,0.00,0.69,41,57,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/used-cars/,20100000
aston martin db11 black,"Commercial, Informational",90,18,0.00,0.24,7,62,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,2960000
aston martin db11 for sale uk,Transactional,90,10,0.13,1.00,7,5,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,88
aston martin db11 second hand,Commercial,90,10,0.18,0.42,5,6,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,616000
aston martin db11 volante for sale,Transactional,90,16,0.12,1.00,11,6,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,77
aston martin dbx green,"Commercial, Informational",90,14,0.00,0.22,23,18,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/dbx,https://www.hrowen.co.uk/aston-martin/dbx-range/dbx707-amr23-edition/,2850000
aston martin dealership london,"Informational, Transactional",90,34,1.32,0.35,7,9,https://www.grange.co.uk/aston-martin/find-a-dealer,https://www.hrowen.co.uk/aston-martin/,4480000
aston martin how much does it cost,Informational,90,26,0.30,0.86,9,19,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/vantage-range/vantage-coupe/,24800000
aston martin jobs uk,Commercial,90,22,0.00,0.00,13,9,https://careers.grange.co.uk/aston-martin,https://www.hrowen.co.uk/careers/,8900000
aston martin latest models,Informational,90,38,0.48,0.90,10,20,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/model-range/,37500000
aston martin london mayfair,Informational,90,23,1.96,0.26,37,26,https://www.grange.co.uk/aston-martin/find-a-dealer,https://www.hrowen.co.uk/,637000
aston martin london park lane,"Informational, Transactional",90,20,1.01,0.21,45,77,https://www.grange.co.uk/aston-martin/find-a-dealer,https://www.hrowen.co.uk/aston-martin/,2330000
aston martin model range,"Commercial, Informational",90,38,0.00,0.64,7,10,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/model-range/,51600000
aston martin n430,"Commercial, Informational",90,13,0.28,0.72,29,57,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vantage-n430?branch=aston-martin-birmingham%3F&orderby=,https://www.hrowen.co.uk/aston-martin/vantage-range/,259000
aston martin new vantage price,Commercial,90,24,0.27,0.05,54,3,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/new-vantage,https://www.hrowen.co.uk/aston-martin/vantage-range/vantage-coupe/,5730000
aston martin prices uk,Transactional,90,23,0.43,0.82,4,18,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/vantage-range/vantage-coupe/,11000000
aston martin rapide second hand,Commercial,90,16,0.00,0.12,27,81,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/rapide,https://www.hrowen.co.uk/aston-martin/used-cars/,145000
aston martin rapide used,Commercial,90,13,0.00,0.12,11,48,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/rapide,https://www.hrowen.co.uk/aston-martin/used-cars/,1450000
aston martin rapide used cars,Commercial,90,12,0.00,0.12,12,83,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/rapide,https://www.hrowen.co.uk/aston-martin/used-cars/,492000
aston martin recruitment,"Commercial, Navigational",90,21,0.00,0.01,11,14,https://careers.grange.co.uk/aston-martin,https://www.hrowen.co.uk/careers/,10
aston martin shirley,Informational,90,17,0.82,0.15,1,34,https://www.grange.co.uk/aston-martin/find-a-dealer/aston-martin-birmingham,https://www.hrowen.co.uk/aston-martin/,1810000
aston martin v12 db11,Commercial,90,23,0.10,0.96,15,27,https://www.grange.co.uk/aston-martin/new-cars/db11/v12,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,1810000
aston martin v12 vanquish 2015,Informational,90,16,0.00,0.76,29,67,https://www.grange.co.uk/used-cars/details/aston-martin?regno=GJ15CDU,https://www.hrowen.co.uk/aston-martin/vanquish-range/,2470000
aston martin v8 vantage coupe price,Commercial,90,17,0.93,0.52,40,6,https://www.grange.co.uk/aston-martin/used-cars/aston-martin,https://www.hrowen.co.uk/aston-martin/vantage-range/vantage-coupe/,1510000
aston martin v8 vantage roadster,Informational,90,28,0.00,0.65,24,19,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/v8-vantage-roadster,https://www.hrowen.co.uk/aston-martin/vantage-range/,3430000
aston martin vacancies,Commercial,90,23,0.00,0.01,7,4,https://careers.grange.co.uk/vacancies,https://www.hrowen.co.uk/careers/,596000
aston martin valhalla for sale,Transactional,90,13,0.49,0.32,41,14,https://www.grange.co.uk/aston-martin/new-cars/valhalla,https://www.hrowen.co.uk/aston-martin/valhalla-range/,99
aston martin vanquish 2018 for sale,"Informational, Transactional",90,10,0.00,0.64,78,11,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vanquish,https://www.hrowen.co.uk/aston-martin/vanquish-range/,95
aston martin vanquish for sale uk,Transactional,90,12,0.19,0.79,20,5,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vanquish,https://www.hrowen.co.uk/aston-martin/vanquish-range/,88
aston martin vantage cars for sale,Transactional,90,27,0.13,0.94,36,27,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/vantage,https://www.hrowen.co.uk/aston-martin/vantage-range/,4550000
aston martin vantage service cost,Informational,90,9,0.85,0.34,15,3,https://www.grange.co.uk/aston-martin/servicing,https://www.hrowen.co.uk/aston-martin/aftersales/servicing/,1380000
aston martin vantage specifications,Informational,90,33,0.00,0.50,86,30,https://www.grange.co.uk/used-cars/details/aston-martin?regno=MX55NKJ,https://www.hrowen.co.uk/aston-martin/vantage-range/vantage-coupe/,1450000
aston martin vantage v12 for sale,Transactional,90,12,0.20,0.86,44,17,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/v12-vantage,https://www.hrowen.co.uk/aston-martin/vantage-range/,87
aston martin vantage v8 coupe price,"Commercial, Navigational",90,17,0.93,0.52,30,6,https://www.grange.co.uk/aston-martin/new-cars/vantage/v8-coupe,https://www.hrowen.co.uk/aston-martin/vantage-range/vantage-coupe/,2080000
aston martin warranty,Navigational,90,13,3.14,0.61,7,2,https://www.grange.co.uk/aston-martin/servicing,https://www.hrowen.co.uk/aston-martin/aftersales/,12300000
aston martincar,"Informational, Transactional",90,34,0.45,0.72,13,17,https://www.grange.co.uk/aston-martin/new-cars,https://www.hrowen.co.uk/aston-martin/,160000000
aston martins db11,Informational,90,17,0.13,0.87,6,7,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,5060000
aston maryin db11,Navigational,90,28,0.13,0.87,9,13,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,3500000
bentayga suv,Transactional,90,47,1.09,0.93,31,7,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,5670000
benteyaga,Informational,90,40,1.11,0.86,23,9,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,7570000
bentlety,Navigational,90,74,1.11,0.48,32,11,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/model-range/,205000000
bentley 4 by 4,Transactional,90,24,1.13,1.00,84,13,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/bentayga/,197000000
bentley benta,Informational,90,29,1.03,0.91,73,57,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,43800
bentley bentayga used car,Commercial,90,19,0.29,0.99,25,3,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/used-cars/bentayga/,2160000
bentley bentaygo,Navigational,90,44,1.03,0.91,26,6,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,7520000
bentley birmingham used cars,"Informational, Transactional",90,22,0.72,0.43,10,30,https://www.grange.co.uk/aston-martin/used-cars/bentley?branch=aston-martin-birmingham,https://www.hrowen.co.uk/bentley/used-cars/,2260000
bentley car service,Commercial,90,19,1.50,0.42,43,4,https://www.grange.co.uk/bentley/servicing,https://www.hrowen.co.uk/specialist-cars/aftersales/fixed-price-servicing/,71000000
bentley continental 2018 gt,Commercial,90,22,0.39,0.92,58,21,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/used-cars/continental-gt/,9800000
bentley continental flying spur mulliner,"Informational, Transactional",90,25,1.82,0.76,26,5,https://www.grange.co.uk/bentley/new-cars/flying-spur/mulliner,https://www.hrowen.co.uk/bentley/flying-spur-range/mulliner/,479000
bentley continental gt convertible price,Transactional,90,17,1.28,0.89,35,15,https://www.grange.co.uk/bentley/used-cars/bentley/continental-gt-convertible,https://www.hrowen.co.uk/bentley/continental-gt-range/,3630000
bentley continental gt first edition,Informational,90,18,1.31,0.28,2,58,https://www.grange.co.uk/bentley/new-cars/continental-gt/speed-first-edition,https://www.hrowen.co.uk/bentley/continental-gt-range/,2910000
bentley continental gt speed for sale,Transactional,90,11,0.32,0.99,14,2,https://www.grange.co.uk/bentley/new-cars/continental-gt/speed-edition-12,https://www.hrowen.co.uk/bentley/continental-gt-range/continental-gt-speed/,5550000
bentley continental gt speed price,Commercial,90,14,0.83,0.94,3,7,https://www.grange.co.uk/bentley/new-cars/continental-gt/speed-edition-12,https://www.hrowen.co.uk/bentley/continental-gt-range/continental-gt-speed/,5100000
bentley continental gt white,Informational,90,16,1.35,0.76,46,8,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,9990000
bentley continental gtc first edition,"Commercial, Informational",90,8,0.00,0.01,5,69,https://www.grange.co.uk/bentley/new-cars/continental-gtc/speed-first-edition,https://www.hrowen.co.uk/bentley/continental-gt-range/,688000
bentley continental gtc price,Transactional,90,15,1.30,0.86,6,17,https://www.grange.co.uk/bentley/new-cars/continental-gtc,https://www.hrowen.co.uk/bentley/continental-gt-range/,1370000
bentley continental gtc speed convertible,Informational,90,17,1.63,0.23,12,33,https://www.grange.co.uk/bentley/new-cars/continental-gtc,https://www.hrowen.co.uk/bentley/continental-gtc-range/,449000
bentley continental gtc v8,Commercial,90,22,1.21,0.20,7,6,https://www.grange.co.uk/bentley/new-cars/continental-gtc,https://www.hrowen.co.uk/bentley/continental-gtc-range/,2030000
bentley continental mulliner gt,Transactional,90,29,1.31,0.51,22,3,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gtc-range/gtc-mulliner/,972000
bentley dealer,Navigational,90,37,1.46,0.63,5,2,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/,30800000
bentley dealers,Commercial,90,34,1.46,0.63,4,2,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/,17000000
bentley dealers uk,Commercial,90,34,1.38,0.64,5,2,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/,6260000
bentley dealerships in uk,Commercial,90,34,1.38,0.64,6,2,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/,216000
bentley flying,Navigational,90,41,1.35,0.95,31,10,https://www.grange.co.uk/bentley/new-cars/flying-spur,https://www.hrowen.co.uk/bentley/used-cars/flying-spur/,34600000
bentley garage near me,Transactional,90,26,1.40,0.95,3,9,https://www.grange.co.uk/bentley/find-a-dealer/bentley-tunbridge-wells,https://www.hrowen.co.uk/bentley/,19300000
bentley gt continental interior,Informational,90,30,1.27,0.27,37,24,https://www.grange.co.uk/bentley/new-cars/continental-gt,https://www.hrowen.co.uk/bentley/continental-gt-range/,8350000
bentley gt convertible,Informational,90,33,0.55,0.92,28,25,https://www.grange.co.uk/bentley/used-cars/bentley/continental-gt-convertible,https://www.hrowen.co.uk/bentley/continental-gt-range/,14800000
bentley gt for sale uk,Transactional,90,22,0.31,0.99,29,2,https://www.grange.co.uk/bentley/used-cars/bentley/continental-gtc,https://www.hrowen.co.uk/bentley/used-cars/continental-gt/,98
bentley motor group,"Commercial, Navigational",90,33,0.33,0.67,62,33,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/,21300000
bentley mulliner bentayga,Informational,90,30,1.05,0.30,9,18,https://www.grange.co.uk/bentley/new-cars/bentayga-ewb/bentayga-ewb-mulliner,https://www.hrowen.co.uk/bentley/bentayga-range/,481000
bentley on finance,Informational,90,9,2.20,0.79,27,9,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/offers/,24400000
bentley pulborough,Informational,90,12,1.40,0.85,5,54,https://www.grange.co.uk/bentley/find-a-dealer/bentley-sussex,https://www.hrowen.co.uk/bentley/,84
bentley range,Informational,90,42,1.07,0.65,16,2,https://www.grange.co.uk/bentley,https://www.hrowen.co.uk/bentley/model-range/,76900000
bentley second hand uk,Commercial,90,21,0.67,0.88,10,5,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,21000000
bentley servicing,Commercial,90,24,1.50,0.42,11,3,https://www.grange.co.uk/bentley/servicing,https://www.hrowen.co.uk/specialist-cars/aftersales/fixed-price-servicing/,134000000
bentley uk careers,Commercial,90,31,0.00,0.00,18,22,https://careers.grange.co.uk/bentley,https://www.hrowen.co.uk/careers/,21900000
bentley uk used,Commercial,90,28,0.67,0.88,12,5,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,82500000
bentley used for sale uk,Transactional,90,25,0.33,1.00,22,3,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,20900000
bentley v8,"Commercial, Informational",90,31,1.17,0.83,8,14,https://www.grange.co.uk/bentley/new-cars/continental-gtc/speed-v8-hybrid,https://www.hrowen.co.uk/bentley/continental-gt-range/,23300000
betayga,Informational,90,40,1.11,0.86,24,9,https://www.grange.co.uk/bentley/new-cars/bentayga,https://www.hrowen.co.uk/bentley/bentayga-range/,7910000
black badge spectre,"Informational, Transactional",90,30,0.00,0.09,25,11,https://www.grange.co.uk/rolls-royce/new-cars/black-badge/spectre,https://www.hrowen.co.uk/rolls-royce/spectre-range/spectre-black-badge/,4310000
careers at bentley,Commercial,90,41,0.00,0.00,19,26,https://careers.grange.co.uk/bentley,https://www.hrowen.co.uk/careers/,52200000
cars for sale hatfield,Transactional,90,27,0.41,0.98,11,25,https://www.grange.co.uk/mclaren/find-a-dealer/mclaren-hatfield,https://www.hrowen.co.uk/location/h-r-owen-hatfield/,92
cheap bentley,Commercial,90,24,0.30,0.91,52,21,https://www.grange.co.uk/bentley/used-cars/bentley,https://www.hrowen.co.uk/bentley/used-cars/,52600000
continental gt speed,"Commercial, Informational",90,26,1.43,0.80,7,8,https://www.grange.co.uk/bentley/new-cars/continental-gt/speed-edition-12,https://www.hrowen.co.uk/bentley/continental-gt-range/continental-gt-speed/,42500000
cool lamborghini cars,Informational,90,44,0.00,0.40,59,71,https://www.grange.co.uk/lamborghini/masterpieces,https://www.hrowen.co.uk/lamborghini/used-cars/,116000000
cost new lamborghini,"Commercial, Informational",90,35,0.00,0.03,7,3,https://www.grange.co.uk/lamborghini/new-cars,https://www.hrowen.co.uk/lamborghini/model-range/,27400000
cost of lamborghini car,Informational,90,33,0.00,0.68,17,5,https://www.grange.co.uk/lamborghini/used-cars/lamborghini/urus,https://www.hrowen.co.uk/lamborghini/used-cars/,56300000
db11 price,Transactional,90,23,0.32,0.73,3,24,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/wp-content/uploads/brochures/db11-accessories-price-lists-may-23.pdf,2060000
db11 volante for sale,Transactional,90,16,0.17,1.00,12,9,https://www.grange.co.uk/aston-martin/used-cars/aston-martin/db11,https://www.hrowen.co.uk/aston-martin/used-cars/db11/,76
